Judul,Label
 “BPS Tampik Pernyataan Sandiaga yang Sebut Makan Siang di Singapura Lebih Murah daripada di Indonesia”,BENAR
 Klarifikasi BNPB Terkait Isu Pengusiran Relawan BPBD,BENAR
 KPU Bantah Informasi Yang Menyebut Bahwa Kemarin Adalah Batas Terakhir Pengecekan Daftar Pemilih Pilpres 2019,BENAR
 KEPOLISIAN TEPIS ISU PENYERANGAN OLEH WARGA RUMPIN BOGOR,BENAR
 Penjelasan Lengkap terkait Miftahul Jannah yang Didiskualifikasi dari Asian Para Games 2018 karena Berhijab,BENAR
 Klarifikasi Kementerian Luar Negeri Terkait Isu Pelarangan Anak Habib Rizieq Masuk Yaman,BENAR
 “Nissa Sabyan Bantah Diundang Panitia Pesta Raya Porda Jabar 2018 untuk Mengisi Acara”,BENAR
 “Dorce Bantah Menuding Ratna Sarumpaet sebagai Transgender”,BENAR
 Gempa Palu Bukan Penyebab Erupsi Gunung Soputan,BENAR
 “PT AHEB Nyatakan Torpedo Tak Mengandung Zat Benzo yang Sebabkan 56 Pelajar SMP 18 Pekanbaru Menyayat Tangannya”,BENAR
 Pihak Kepolisian Bantah Infromasi Modus Hipnotis Dua Orang Pria Berbaju Pancasila Untuk Bencana Gempa Palu,BENAR
" “Mengenal Likuifaksi, Fenomena ‘Tanah Bergerak’ Gempa Palu”",BENAR
 Penjelasan Airnav Indonesia terkait Kabar Mengenai Kondisi Bandara SIS Al-Jufrie di Palu yang Tidak Kondusif,BENAR
" “Bantah Nomor Urut 01 Untungkan Jokowi-Ma’ruf dalam Komputer Sistem Biner, KPU Tegaskan Perhitungan Suara Dilakukan Secara Manual”",BENAR
 DJP Bantah Call Centernya Meminta Data KTP dan Identitas Lainnya,BENAR
 Klarifikasi terkait Unggahan Akun Facebook Bernama Monik Tentang Diskriminasi Siswa Kristen di SMPN 13 Pontianak,BENAR
" WARGA KABUPATEN LOMBOK UTARA DIISUKAN MEMINUM AIR DARI GOT, BABINSA BERIKAN TANGGAPAN",BENAR
 Kemenag Bantah Edaran Surat Guru Madrasah Wajib Melengkapi data,BENAR
 Klarifikasi terkait Pesta Budaya Tabuik yang Disebut Beraliran Syiah,BENAR
 “Kementan Bantah Siluet Wajah yang Ada Dibungkus Plastik Bertuliskan ‘Beras Segar’ dan ‘Toko Tani Indonesia’ ialah Presiden Jokowi”,BENAR
 Klarifikasi terkait Video Viral Pagar Masjid Istiqlal yang Ditutup,BENAR
 “Polri Minta Kominfo Blokir Situs SkandalSandiaga.com”,BENAR
 Klarifikasi KPK Terkait Foto Setya Novanto Tanpa Baju Tahanan,BENAR
 Pihak Kepolisian dan The Jakmania Bantah Melakukan Sweeping Plat D di Halim Perdana Kususma Semalam,BENAR
 “Ferdinand Hutahean Menyatakan Akun Twitter @FerdinandFarel Bukanlah Miliknya”,BENAR
 Indomaret Klarifikasi Tayangan TV Jokowi Yang di Protes Kader Partai Demokrat,BENAR
 Kejati Kaltim Bantah Telah Keluarkan Rekomendasi Pengawasan Proyek Masjid Pemprov Kaltim di Kinibalu,BENAR
 Klarifikasi Video TKA China Mengukur Tanah,BENAR
 Kemenkeu Tidak Memblokir Rekening Ruben PS Marvey yang Berisikan Dana Bantuan Pembangunan Papua,BENAR
" “Heboh soal ‘Prasasti SBY’, Begini Sejarah Bandara Lombok”",BENAR
 “Inasgoc Bantah Belum Bayar Honor Penari Rato Jaroeh di Asian Games 2018”,BENAR
 “Tidak Semua Operator Seluler Menyediakan RBT ‘Jokowi Saja’”,BENAR
 “Demokrat: Iklan Jokowi di Bioskop Mengganggu Hak Konsumen”,BENAR
 “Misbakhun Bantah Fasilitasi RSCC Adakan Konferensi Pers Terkait Pemblokiran Rekening Bank Milik Ruben PS Marey”,BENAR
 Revisi deskripsi foto di berita Tempo “Rumah Tahan Gempa Rp 15 Juta Mulai Berdiri di Lombok Utara”,BENAR
" WARGA MALANG DIHEBOHKAN SOAL PENEMUAN ALAT KEJUT YANG DIANGGAP BOM, KEPOLISIAN BERI PENJELASAN",BENAR
 Mahasiswa Universitas Jenderal Sudirman Purwokerto Nyanyi Lagu Indonesia Raya di dalam Mesjid Nurul Alam,BENAR
 TNI: Indonesia Tidak Langgar Perbatasan Timor Leste,BENAR
 “Pemprov Riau Bantah akan ‘Rumahkan’ Ribuan Pegawai Honorer”,BENAR
 ISU PENCULIKAN DISERTAI PEMERKOSAAN TERHADAP REMAJA DI BALIKPAPAN TIDAK TERBUKTI,BENAR
 “Sophia Latjuba Bantah jadi Anggota Jurkam Jokowi – Ma’ruf”,BENAR
 “Anies Baswedan Bantah Tunjuk Sudirman Said jadi Wakil Gubernur DKI Jakarta”,BENAR
 Pertamina Bantah Mengurangi Kuota BBM Bersubsidi Di Wilayah Solo Raya dan DI Yogyakarta,BENAR
 “Kader Gerindra Merasa Difitnah dengan Poster Ajakan Deklarasi #2019GantiPresiden di Bandar Lampung yang Menjanjikan Imbalan”,BENAR
 Universitas Muhammadiyah Kupang Bantah Akan Menginisasi Gerakan #GantiPresiden2019,BENAR
 “Transjakarta Bantah Kini PNS DKI Jakarta Mesti Bayar”,BENAR
 Foto Massa “Aksi 67”,BENAR
 Kak Seto Tidak Mengisi Acara di Sampoerna Academy,BENAR
 “Bappenas Bantah Tudingan Sandiaga Uno yang Sebut Pemerintah Mengintervensi Data BPS”,BENAR
 Ketua INASGOC Bantah Indonesia Bermain Curang Pada Cabang Pencak Silat ASIAN Games 2018,BENAR
 “diteriakkan nama Prabowo”,BENAR
 Pollycarpus Bantah Jadi Kader Partai Berkarya,BENAR
" DIRUMORKAN PUNYA ATURAN BARU PEMBATASAN WAKTU PASIEN BERTEMU DOKTER, BPJS ANGKAT BICARA",BENAR
 Sekolah SMAN 2 Rambah Hilir Riau Tidak Mewajibkan Siswi Non Muslim Memakai Jilbab,BENAR
 “KPAI Bantah 55 Anak Meninggal karena Korban Vaksin”,BENAR
 “APLSI Bantah Harga Listrik di Indonesia Termahal di Dunia”,BENAR
 Rio Rizki Bukan Peraih Medali Emas Termuda Di ASIAN Games 2018,BENAR
 Penyebutan “topan dan badai” di doa Ma’ruf Amin,BENAR
 Klarifikasi BMKG Terkait Foto Indonesia “Very High Seismic Risk”,BENAR
 “SMK Tidak Boleh Lagi Buka Jurusan Komputer Jaringan”,BENAR
 “Kominfo Bantah Adanya Kebocoran Anggaran Asian Games Sebesar Rp. 846 Juta di Asian Games”,BENAR
 Klarifikasi terkait Informasi Pihak Kepolisian Akan Bubarkan Warga yang Salat Idul Adha di Jembatan Ampera,BENAR
 Usus Buntu Bukan Disebabkan Oleh Menelan Biji Jambu,BENAR
" “Makanan Jamaah Haji yang Tarwiyah di Mina, Bukan dari PPIH”",BENAR
" BAYI MENINGGAL KARENA LAHIR TANPA BIDAN, KAPUSKESMAS KADING BONE BERI KLARIFIKASI",BENAR
 Belum Ada Susunan Resmi Tim Kampanye/Pemenangan Pasangan Prabowo-Sandi Hingga Kini (21 Agustus 2018),BENAR
 “BMKG Menilai Pemberitaan Aljazeera yang Mengatakan Polusi Udara di Jakarta ‘Tidak Sehat’ Jelang Asian Games adalah Berlebihan”,BENAR
 “KPK Bantah Terima Tiket Gratis Asian Games dari Erick Tohir”,BENAR
 Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Setelah Vaksin MR,BENAR
 “Guru TK di Malaysia yang Terekam Aniaya Muridnya Ditangkap”,BENAR
 “Belum Ada Rencana Ujian Nasional 2019 Diselenggarakan sebanyak Tiga Kali”,BENAR
 “Indo Barometer Bantah Buat Hasil Survei Pilpres 2019 antara Jokowi dan Prabowo”,BENAR
 “Charta Politika Tidak Pernah Melakukan Survei Nasional dengan Simulasi Jokowi – KH. Ma’ruf Amin dan Prabowo Subianto – Sandiaga Uno”,BENAR
 “Satelit Merah Putih Milik Telkom Indonesia Resmi Diluncurkan SpaceX”,BENAR
 “Pembongkaran mesjid China memicu kebuntuan di Ningxia”,BENAR
" “Bukan disebabkan vaksin, siswa MI di Palembang tewas karena radang otak”",BENAR
" DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI",BENAR
 JJ Rizal Bantah Menjadi Tim Pertimbangan Monas,BENAR
 “Kepolisian NTB Bantah Adanya Kabar Perampokan di Kopang Pasca Gempa Lombok”,BENAR
 “PKS dan Gerindra Purwakarta Bantah Pasang Spanduk yang Dinilai Provokatif”,BENAR
 Pernyataan Sikap Netral Universitas Indonesia (UI),BENAR
 Klarifikasi Pondok Pesantren “Al-Munawwir” Krapyak Terhadap Pemberitaan JPNN,BENAR
 “Pihak Keluarga Almarhumah Siswi SMPN 2 Semen Bantah ‘SA’ Meninggal dalam Kondisi Telinga Berdarah dan HP Berantakan di Lantai ”,BENAR
 “Dinkes Pamekasan: Kasus Santri Kadur Efek ORI Difteri”,BENAR
 KNPI Sumut Bantah Terima Mobil Bekas DPRD Sumut,BENAR
 “BMKG Bantah Gempa Lombok Dapat Picu Gempa Megatrhust di Selatan Jawa – Selat Sunda”,BENAR
 HMI Klarifikasi Terkait Isu Memberi Dukungan Politik Ke Partai Berkarya,BENAR
 “Projo Bantah Lakukan Penghadangan Terhadap Neno Warisman”,BENAR
" “RS Wates Pasang Spanduk, Umumkan BPJS Menunggak Belasan Miliar”",BENAR
 “Bukan Bus Calon Jamaah Haji Asal Indonesia yang Mengalami Kecelakaan dan Terbakar di Wilayah Asfan”,BENAR
 “Polri Tidak Lakukan Perubahan Pelat Kendaraan Bermotor Menjadi Warna – Warni”,BENAR
 “Tidak Ada Klaim dari Anies Mengenai Merancang Lapangan Banteng Dari 0”,BENAR
 The Guardian: “‘Saya merasa jijik’: di dalam pabrik akun Twitter palsu di Indonesia”,BENAR
 Klarifikasi Kemenkes Terkait Tuduhan Penggunaan Foto Tanpa Izin Untuk Bungkus Rokok,BENAR
 Pertamina Tidak Bangkrut,BENAR
 “KPUD DKI Jakarta Belum Temukan Nama Mantan Wali Kota Jakpus yang Dikabarkan Maju Caleg dari PDI-P”,BENAR
 Ustaz Fadlan Garamatan Tidak Maju Sebagai Caleg Dari PDIP,BENAR
 PT KCI Mengklarifikasi Kabar Tiket Kertas Gratis di Stasiun Bogor Pada Senin 23 Juli 2018,BENAR
 “Wali kota Semarang Bantah Ada Kelurahan yang Masuk Zona Merah Difteri di Daerahnya”,BENAR
 “Ratusan Pekerja Pertamina RU II Dumai Tolak Akuisisi Pertagas”,BENAR
 “Polri Bantah Kerahkan Sniper untuk Menjaga Veneu Asian Games”,BENAR
" Terduga Teroris IS yang Tertangkap di Sleman, Yogyakarta Bukan Pelatih Judo di UGM",BENAR
 Tidak Ada Pesawat yang Tenggelam Seperti Terlihat di Google Maps,BENAR
" ANGGOTANYA DITUDING SEBAGAI PENGANIAYA TAHANAN, POLRES SUBANG BERIKAN KLARIFIKASI",BENAR
 “MenPAN-RB Bantah Maju sebagai Caleg”,BENAR
 Pesawat Citilink QG 801 Rute Semarang-Surabaya Tidak Hilang,BENAR
 PT Indonesia Morowali Industrial Park (IMIP) Membantah Isu Senjata Api Selundupan,BENAR
 Klarifikasi atas Beredarnya Surat Pernyataan dari Bank Mandiri Tentang Rekening Sofyan Basir Sebesar Rp 104 Triliun,BENAR
" KONDISI WILAYAHNYA DISEBUT TIDAK AMAN, BUPATI NDUGA PAPUA BERI KLARIFIKASI",BENAR
 “Kadis LH DKI Jakarta Tidak Meminta Sejumlah Uang untuk Keperluan Tertentu melalui Akun Media Sosial”,BENAR
" “Coach Indra Sjafri: Saya Pernah 1 Tahun Tak Digaji, tapi Ikhlas”",BENAR
 “Parasetamol Tidak Mengandung Virus Machupo”,BENAR
 BKD Provinsi Papua Tidak Pernah Janjikan Jatah Penerimaan CPNS 2018,BENAR
 “Soda Susu Tak Dapat Bersihkan Paru – paru Perokok”,BENAR
" Klarifikasi Kuasa Hukum Buni Yani Terkait Judul Artikel “Buni Yani: Saya Diterlantarkan Setelah Ahok Masuk Penjara, Saya Menyesal Mencelakai Ahok”",BENAR
 Kementerian PUPR Beri Klarifikasi Perihal Isu Pengambilalihan Proyek Enam Ruas Tol di DKI Jakarta,BENAR
 KLARIFIKASI KEPOLISIAN TERKAIT RUMOR KORBAN PEMBUNUHAN OLEH PENDETA HENDERSON TENGAH HAMIL,BENAR
 Klarifikasi Video Viral Polisi Menendang Muka Ibu-Ibu,BENAR
 Klarifikasi Temuan Tim Investigasi Unnes Terkait Dugaan Plagiarisme Rektor Unnes,BENAR
 Kemenhub Beri Klarifikasi Atas Kabar yang Menyebutkan Ada 2 Pegawai Ditahan Usai Kebakaran di Gedung Kemenhub,BENAR
" “Doktor yang jadi Pemulung Sampah ini, Ternyata Adiknya Pramodya Ananta Toer”",BENAR
" Polisi Membubarkan Parade LGBT di Istanbul, Turki",BENAR
" VIRAL DUA ANAK DITOLAK DAFTAR SMP DI MEDAN KARENA TAK MILIKI KK, PIHAK SEKOLAH BERI TANGGAPAN",BENAR
 Kantor Staf Kepresidenan Mengklarifikasi Bahwa Tidak Ada Dokumen Penting Negara yang Hilang Pada Kasus Pencurian Terhadap Stafnya,BENAR
 Selebaran Poster Acara Penobatan Miss Waria Banten 2018,BENAR
 “Kepolisian Bantah Telah Menangkap Pelaku Jambret di Cempaka Putih”,BENAR
": Kemenhub Mengklarifikasi Kapal Feri Lestari Maju Sengaja Dikandaskan, Bukan Tenggelam",BENAR
 Klarifikasi Uang Rp 30 Milyar yang Mengapung di Laut Pasca Musibah Kandasnya Kapal Motor Lestari Maju,BENAR
 “Pemkab Kotim dan Pihak RSUD dr Murjani Sampit Bantah Rumah Sakitnya Turun Kelas”,BENAR
 PT MRT Klarifikasi Perihal Kebakaran di Stasiun Lebak Bulus,BENAR
 “BI Bantah Kebijakan KPR DP 0% Mencontoh Anies – Sandi”,BENAR
 PBNU Tidak Pernah Menuding Pemerintah Menggunakan Dana CSR BUMN Digunakan Untuk Gerakan Khilafah,BENAR
 Klarifikasi Video Kapolres Landak AKBP Bowo Gede Imantio Dipaksa Makan Babi,BENAR
 “BI Bantah Keluarkan Uang Berstempel 2019 Ganti Presiden dan Prabowo Satria Piningit”,BENAR
 KemenPAN-RB Tidak Terlibat Dalam Acara Seminar Nasional Pengadaan Tes CPNS 2018,BENAR
 Guru di Bekasi Dipecat Lewat Pesan Grup Whatsapp Gara-Gara Beda Pilihan di Pilkada Jabar,BENAR
: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,BENAR
 “Video Transmart Bocor dengan Kucuran Air yang Deras dan Banjir Kecoklatan bukan di Yasmin dan Duta Mall”,BENAR
 Wakapolri Tidak Pernah Beri Pernyataan Terkait Pilkada Kota Makassar 2018,BENAR
 “SMRC Bantah Lakukan Quick Count untuk Pilbup Pinrang”,BENAR
 Klarifikasi “Kenapa sholat di tempat ibadah agama lain? apakah dalam keadaan darurat?”,BENAR
 “Banser-PDIP Berdamai”,BENAR
 “Sindrom Siklopia”,BENAR
" Mantan Ketua DPD Gerindra Kaltim, Bantah Pernah Buat Materi Kampanye ‘Ingat Burungnya’",BENAR
 “Beberapa Tokoh Gereja di Bekasi Bantah Buat Perjanjian Bersama dengan Cawalkot Rahmat Effendi”,BENAR
 “Foto wanita Iran yang menonton Piala Dunia tanpa hijab menjadi viral”,BENAR
 TIDAK ADA PENGRUSAKKAN PANGGUNG ISTIGHOSAH OLEH PERSAUDARAAN SETIA HATI TERATE,BENAR
 SMS yang bertuliskan ‘Coblos Khofifah-Emil for Amien Rais Presiden 2019!’,BENAR
 Kemendagri Tidak Pernah Mengeluarkan dan Mengedarkan Surat Pembekalan CPNS Tahun 2018,BENAR
 “Rektor ITB Bantah Berikan Dukungan kepada Satu Pasangan Cagub dan Cawagub Jabar”,BENAR
 Klarifikasi Kepala BKPSDM Kabupaten Pamekasan Terkait Isu Penerimaan 80 Aparatur Sipil Negara (ASN) di Pamekasan,BENAR
" Klarifikasi Pihak Kepolisian Terkait Isu Pembegalan di Pesing, Jakarta Barat",BENAR
 “Sepucuk Surat Dari Teman di Arab Saudi”,BENAR
 Klarifikasi Djarot atas Informasi yang Sebut Dirinya Menyuap Sejumlah Kepala Desa di Kabupaten Asahan,BENAR
 “Rektor IPB Bantah Sebut Ada Aliran Sesat di Kampusnya pada Tahun 2000-an”,BENAR
 Klarifikasi Badan Kepegawaian Negara Terkait Tersebarnya Surat Pengangkatan CPNS Palembang,BENAR
" Dituduh Punya Hubungan Spesial Dengan Ahok, Grace Natalie Beri Klarifikasi",BENAR
 “KH Asep Saifuddin Chalim Bantah Sebut Orang yang Menyarankan Memilih Gus Ipul Telah Berkhianat”,BENAR
" OKNUM TERCIDUK PESTA GANJA MENGAKU DARI UNIVERSITAS BOSOWA, PIHAK KAMPUS KLARIFIKASI",BENAR
" “Bukan Hoax, FPI Ikut Buka Bersama di Masjidilaqsa”",BENAR
 Kapolres Gresik Tak Pernah Minta THR Kepada Masyarakat dan Perusahaan di Gresik,BENAR
" KLARIFIKASI REBECCA, WANITA YANG DITUDING TEMBAK RAZAN AL-NAJJAR",BENAR
 “Manajemen Garuda Indonesia Tegaskan Tidak Ada Penjualan atau Penawaran Saham kepada Perusahaan China”,BENAR
 BPJS Ketenagakerjaan Tidak Mengedarkan SMS Pemberian Hadiah Dana Bantuan,BENAR
" “Anggaran Tempat Sampah Jerman Rp 9,58 M, Dinas LH DKI Buka Suara”",BENAR
 “KPK Bantah Keluarkan File Berbentuk PDF yang Berisi Nama-nama Calon Kepala Daerah yang Diduga Terlibat Korupsi”,BENAR
 KPK Bantah Keluarkan Surat Edaran Terhadap Universitas Sam Ratulangi,BENAR
 “Artis Dorce Gamalama Tidak Meninggal Dunia”,BENAR
 TIDAK ADA PENYERANGAN RUMAH IBADAH DI DESA PAUH RANAP RIAU,BENAR
 “Suara sumbang petani Kendal yang digusur proyek tol”,BENAR
 Edy Rahmayadi Tidak Terkena Stroke,BENAR
" “Tidak Ada 220 Anak Palestina yang Mengungsi dan Siap Diadopsi di Belawan, Medan”",BENAR
 Tidak Ada 7 Teroris di Bengkulu,BENAR
 BNPB KLARIFIKASI VIDEO ERUPSI GUNUNG MERAPI,BENAR
 “Tribun News Tidak Menuliskan Densus 88 Mengamankan Barang Bukti Al Quran saat Menggeledah Rumah Driver Ojol Terduga Teroris di Medan”,BENAR
 Pengibaran Bendera Israel dalam Acara di Jayapura,BENAR
 Klarifikasi Kepala SDN 085 Ciumbuleuit Tutup Foto Pemimpin Negara Dengan Kertas,BENAR
 “KemenPAN-RB Bantah Terbitkan Laporan Penetapan e – Formasi untuk Pengangkatan CPNS 2016 – 2019”,BENAR
 MITRA OJEK ONLINE DISERANG HOAKS RACUNI PESANAN MAKANAN KONSUMEN,BENAR
 Polisi Mengklarifikasi Bahwa Tidak Ada Bom di Pasuruan,BENAR
 Kurma Impor Produksi Israel,BENAR
 “Mahfud MD Bantah Mengusulkan Penghentian Kasus Novel Baswedan”,BENAR
 Klarifikasi Dinas Kesehatan Kota Palopo Terkait Isu Beredarnya Obat Kedaluwarsa,BENAR
 “Ormas Projo Bantah Keluarkan Surat Aksi Kiri Super Senyap”,BENAR
 Tulisan #2019gantipresiden di Struk Pembayaran Ayam Geprek Eskom,BENAR
 “BCA Tak Mencetak Struk ATM yang Bertuliskan 2019 Ganti Presiden”,BENAR
" “Xiami, Jualan HP Atau Komunisme”",BENAR
 GUNUNG GONGGANG DI SAGARANTEN SUKABUMI DIKABARKAN AKAN MELETUS,BENAR
 “PT. Dirgantara Indonesia Tak Dijual ke Pihak Asing”,BENAR
 FPI Tidak Menyebarkan Spanduk Habib Rizieq Dukung Khilafah,BENAR
" “Tidak Ada Sekber Ormas dan OKP untuk Capres dan Cawapres, Jokowi dengan Tito”",BENAR
" “Tidak Ada Bom di Pesawat Lion Air JT 120 Rute Cengkareng – Tanjung Pandan, Belitung”",BENAR
" Penggalian Saluran Air di Penjaringan, Jakarta Utara Bukan Proyek Palyja",BENAR
 Klarifikasi Dinas Bina Marga DKI Jakarta Terkait Anggaran Rp56 Miliar Untuk Bangun 3 JPO,BENAR
 “Kapolres Jakpus Sebut Kabar Warga Tewas di Acara Bagi-bagi Sembako Monas Hoax”,BENAR
" Lambangnya Dicatut Sekber Gerindra-PKS, PBB Beri Klarifikasi",BENAR
 “Kronologis Polisi Berondong Sedan Terobos Razia di Lubuklinggau”,BENAR
 “WIKA Kirim 1.500 Pekerja RI Garap Proyek di Aljazair”,BENAR
 “Lurah Pabean Tak Mengenakan Atribut PDIP di Rapat Kerja Cabang III”,BENAR
 Kemenristekdikti Luruskan Wacana Dosen Impor,BENAR
 Pengadaan Tas Sembako Jokowi Rp 3 Miliar Sudah Ada Sejak Presiden Terdahulu,BENAR
" BKSDA Klarifikasi Soal Penampakan Harimau Sumatra di Agam, Sumatra Barat",BENAR
 “Jokowi Restui WNA Duduki Jabatan Direksi BUMN”,BENAR
 Klarifikasi Camat Kemalang Terkait Isu Pungli Perekrutan Perdes di Tangkil,BENAR
 Klarifikasi PT Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung,BENAR
 Klarifikasi Kemendagri Perihal Pembahasan RUU Masyarakat Adat,BENAR
" “Ditarget Rampung 2019, Jalan Trans Papua Dibangun Sejak Era Habibie”",BENAR
 “KPK Bantah Mengusulkan Pemilihan Kepala Daerah Melalui DPRD”,BENAR
 “Polres Banjarbaru Bantah Melakukan Pemeriksaan dan Pengamanan Terhadap Pedagang Pentol Berbahan Daging Kucing”,BENAR
 Klarifikasi Rumah Sakit Umum Cut Nyak Dien (RSU-CND) Meulaboh Terkait Isu Keluarnya Dokter Spesialis Jantung Karena Tak Digaji,BENAR
 “Akses Angkot di Palembang Saat Asean Games Tidak Ditutup”,BENAR
 “Setidaknya 70 tewas dalam serangan militer Afghanistan di masjid”,BENAR
 “NU dan NW di NTB Bersaudara”,BENAR
 Berita “Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu” yang Diturunkan,BENAR
"DIRUMORKAN PUNYA ATURAN BARU PEMBATASAN WAKTU PASIEN BERTEMU DOKTER, BPJS ANGKAT BICARA",0
"Polda Metro Ungkap Komplotan Skimming Nasabah via ATM, Modusnya?",0
Apa itu coronavirus dan seberapa khawatir kita seharusnya?,0
Kemenkeu Tidak Memblokir Rekening Ruben PS Marvey yang Berisikan Dana Bantuan Pembangunan Papua,0
"Tidak Ada Sekber Ormas dan OKP untuk Capres dan Cawapres, Jokowi dengan Tito",0
Kementan Bantah Siluet Wajah yang Ada Dibungkus Plastik Bertuliskan Beras Segar dan Toko Tani Indonesia ialah Presiden Jokowi,0
Rektor IPB Bantah Sebut Ada Aliran Sesat di Kampusnya pada Tahun 2000-an,0
Al Quran Dirobek Saat Sidang Ahok,0
"Buat Video yang Sudutkan Bank BRI, Pegawai Bawaslu DKI Minta Maaf",0
Penganiayaan Ulama di Bogor,0
Pengelola Bus PO NPM Dipanggil Polisi,0
15 Kotak Suara DPRD Jambi Dibakar OTK,0
Penyebar Hoaks dan Penghina Prabowo dan Habib Rizieq Dibekuk,0
WIKA Kirim 1.500 Pekerja RI Garap Proyek di Aljazair,0
LAPORAN KEMENTERIAN BUMN 29 AGUSTUS 2017,0
: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,0
"SIMALAKAMA JOKOWI, ANUT MAZHAB WASHINGTON CONSENSUS, SRI MULYANI GUNAKAN TAX AMNESTI UNTUK KERUK UANG PAJAK",0
Belum Ada Rencana Ujian Nasional 2019 Diselenggarakan sebanyak Tiga Kali,0
Bawa Langsung Lansia ke Rumah Lansia Atmabrata,0
PIDATO ANIES BASWEDAN DALAM PESTA RAKYAT PELANTIKAN GUBERNUR,0
Kebakaran Mengurung Israel Setelah Dua Hari Pelarangan Adzan di Palestina,0
Hoax Penculikan Anak Memakan Korban,0
Klarifikasi Gedung DPR Tidak Terjadi Kebakaran,0
SPP SMA/SMK GRATIS JAWA TIMUR,0
Metro TV: Mafindo: Perlu Ada Kode Etik Bagi Influencer,0
Adakah yang Mau Nyinyirin Pendeta Poligami Ini?,0
Cara Melaporkan Situs dan Konten yang Tidak Pantas ke Google,0
4 Mahasiswa Hanya Butuh 36 Jam Atasi Hoax di Facebook,0
HARIAN KOMPAS UPERCUT JOKOWI. KEMATIAN BAYI BERANTAI DI PAPUA TERSEMBUNYI DIBALIK PENCITRAAN,0
Admin Grup Whatsapp Dihukum Penjara,0
Kantor Staf Kepresidenan Mengklarifikasi Bahwa Tidak Ada Dokumen Penting Negara yang Hilang Pada Kasus Pencurian Terhadap Stafnya,0
Kabareskrim Usut Situs Palsu Catut Namanya,0
"PT Ultrajaya Milk Industry Tbk Mengklarifikasi Terkait Laporan Susu Ultra Kemasan Yang Mengandung Bakteri di Sinjai, Sulawesi Selatan",0
Warga Ngamuk Ancam Hancurkan Balaikota Jika Anies Tidak Hentikan Kebijakan Baru Ditanah Abang,0
Menyebarkan Hoax Merupakan Tindakan Melanggar Hukum,0
Brosur Anjuran Membayar Pajak oleh Ditjen Pajak Menggunakan Kutipan Ayat-ayat Injil dan Kartun Yesus,0
Semua Pertanyaan Anda Soal Registrasi SIM Card Terjawab,0
NU Mendukung LGBT,0
Sebar Kabar Palsu Pakai Nama Muhammadiyah,0
Modus Kejahatan Menguras Rekening Bank Melalui Penukaran SIM Card Ponsel,0
KemenPAN-RB Tidak Terlibat Dalam Acara Seminar Nasional Pengadaan Tes CPNS 2018,0
Perubahan Status Positif Corona Pegawai Telkom yang Meninggal di RS Cianjur,0
The Guardian: Saya merasa jijik: di dalam pabrik akun Twitter palsu di Indonesia,0
: Kicauan Grab di Tweeter Yang Mendukung Ahok,0
Uang jaman Ir.Soekarno bertuliskan lafadz ALLAH,0
: Panduan Bersosial Media Secara Sehat,0
FATWA SOLAT JUMAT DIJALANAN,0
KPK Bantah Mengusulkan Pemilihan Kepala Daerah Melalui DPRD,0
KPK Bantah Terima Tiket Gratis Asian Games dari Erick Tohir,0
WHO: T&J tentang coronavirus ,0
AWAN HITAM MENYEDOT AIR LAUT,0
"Viral Karnaval TK Bercadar dan Bersenjata, Ini Penjelasan Sekolah",0
Penjelasan KPU Gowa terkait Baliho Surat Suara yang Tidak Mencantumkan Foto Capres-Cawapres Prabowo-Sandi,0
"Klarifikasi Putra Aji Adhari, Anak Kelas ll MTS yang Bobol Situs KPU Pemilu 2019",0
Indo Barometer Bantah Buat Hasil Survei Pilpres 2019 antara Jokowi dan Prabowo,0
Parasetamol Tidak Mengandung Virus Machupo,0
Pabrik Semen Rembang Diyakini Tak Ganggu Produksi Air Tanah,0
Bukan Bus Calon Jamaah Haji Asal Indonesia yang Mengalami Kecelakaan dan Terbakar di Wilayah Asfan,0
: Warga Cina Tanam Benih Cabai Mengandung Bakteri Berbahaya di Bogor,0
: Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara,0
Jokowi Bukan Seorang Insinyur,0
Meragukan Ahok di Dalam Penjara,0
Duterte Ancam Tembak Pengusaha Cina yang Nekad Bikin Proyek Reklamasi,0
Indochina di Foto Kontainer Southern Hauliers,0
"Anies Kalah, Muslim Marah, Siap Revolusi",0
Klarifikasi Kemendagri Perihal Pembahasan RUU Masyarakat Adat,0
"MUNCUL ISU PENCULIKAN ANAK DI WILAYAH CILODONG DEPOK, PIHAK KEPOLISIAN BERI KLARIFIKASI",0
Topik Pilihan HOAKS ATAU FAKTA di Kompas.com,0
: BMKG Mataram Menghimbau Agar Warga Tidak Langsung Percaya Akan Bencana Hebat Yang Akan Terjadi Pada 26 Agustus 2018 Mendatang,0
Kunjungan Jokowi ke NZ disambut aksi Papua Merdeka,0
Tusuk Gigi Sebarkan HIV AIDS,0
BBC News Menggunakan Foto Irak untuk Menggambarkan Pembantaian Suriah,0
